Word,Dim-1,Dim-2,Dim-3,Dim-4,Dim-5
yu,0.8897224392896882,0.6763699167365211,0.8822629027862403,0.170446089596767,0.4740437520632639
yuchenwu,0.9537127974864735,0.41836657853196746,0.8939820661830508,0.3366913542051869,0.058265748722983624
yume,0.10322628834987513,0.24893406333472712,0.20589780044199857,0.9996246533844138,0.06919224030643278
yumiaowang,0.8651965974933769,0.5871008268112642,0.6583982071632639,0.6854392336588863,0.600624599249571
zeng,0.4631240275793558,0.6435458144844197,0.8945993353548068,0.20156704446539986,0.21651858713488437
zengc,0.8578940562780449,0.04616287478130432,0.852732650815275,0.35704524089017875,0.3940065194439173
zenghui,0.7767537079265295,0.7779088013326455,0.8073091774448194,0.5451026579684837,0.8211782537324707
zhaopeng,0.5745866324521623,0.8833308298032988,0.3263116110932429,0.2952657112400946,0.191173661621989
zhihua,0.5620553466470539,0.07591945204396311,0.7809801270864954,0.9913182640805781,0.0553494860988728
zhiyuanyao,0.7646798091832557,0.18534741514173292,0.0292989343063097,0.24256711033729073,0.39624231111129626
zhongwei,0.7594585977730827,0.252310052382685,0.671529609817733,0.0913440989586477,0.6447448528163552
zhu,0.5803211525045822,0.3780428350956023,0.7421535460821042,0.6871556443575859,0.4710943182829972
zone,0.6600110649809301,0.3408619081052393,0.42690980257603206,0.9378265686200624,0.8380286297213234
